英文,中文
"Thomas has been handed the task of trying to lead the fightback and faces Rory McIlroy in the top match, with Paul Casey, Justin Rose, Jon Rahm, Tommy Fleetwood and Ian Poulter the other Europeans in the top half of the order.",托马斯负责带领球队反击，他将在决赛中对战罗里·麦克罗伊 (Rory McIlroy)，半决赛中依次对战保罗·凯西 (Paul Casey)、贾斯汀·罗斯 (Justin Rose)、乔恩·拉姆 (Jon Rahm)、汤米·弗利特伍德 (Tommy Fleetwood) 和伊恩·波尔特 (Ian Poulter) 等欧洲球员。
"Trump is singing from a similar songbook. His administration's Muslim-majority travel ban echoes the Islamophobia that often informs Modi's policymaking. Its callousness toward refugees mirrors the Indian government's disdain for the Rohingya population's suffering, and its detention camps parallel the ones the Modi regime is setting up. Trump's stirring of racial animosity is analogous to troublesome rhetoric from a number of Modi's cabinet members.",特朗普实施的政策也如出一辙。特朗姆政府对穆斯林占多数的国家实施的旅行禁令正是对伊斯兰恐惧症的响应，而这也正是莫迪制定政策常考虑的因素。其对难民的冷酷无情也是印度政府对罗兴亚人所遭受的苦难嗤之以鼻的写照，而美国的拘留营与莫迪政权建立的拘留营也大同小异。特朗普煽动种族仇恨的行为与莫迪内阁一些成员作出的令人头疼的说辞别无二致。
"The number of suicides across the military increased from 511 in 2017 to 541 in 2018. According to the Pentagon, the most at-risk population is young enlisted men, and at least 60 percent of the time they chose a gun as their suicide method. Army suicides went from 114 to 139, while the Marines went from 43 to 58 and the Navy went from 65 to 68. The Air Force dipped from 63 to 60.",美国全军自杀人数从 2017 年的 511 人增加至 2018 年的 541 人。据五角大楼称，危险系数最高的人群是年轻入伍者，至少有 60％ 的情况下，他们选择枪支作为自杀方式。陆军自杀人数从 114 增至 139，海军陆战队自杀人数从 43 增至 58，海军自杀人数从 65 增至 68。而空军从 63 下降至 60。
"In a December 2018 report the Energy Information Administration said it expected the United States"" LNG export capacity to double by the end of this year to 8.9 billion cu ft daily. This will make the US the third-largest exporter of LNG in terms of capacity after Qatar and Australia. By 2030, US LNG exports are estimated to reach 17 billion cu ft daily, from some 3 billion cu ft at the start of 2019.",美国能源信息署在 2018 年 12 月发布的一份报告中表示，预计到今年年底，美国的液化天然气出口能力会翻一番，达到每日 89 亿立方英尺。这也会让美国成为继卡塔尔和澳大利亚之后的世界第三大液化天然气出口国。预计到 2030 年，美国液化天然气出口量将从 2019 年初的 30 亿立方英尺增涨到每日 170 亿立方英尺。
"Using the Subaru, Keck, and Gemini Telescopes, an international team of astronomers has discovered a collection of 12 galaxies which existed about 13.0 billion years ago. This is the earliest protocluster ever found. One of the 12 galaxies is a giant object, known as Himiko, which was discovered a decade ago by the Subaru Telescope and named for a mythological queen in ancient Japan. This discovery suggests that large structures such as protoclusters already existed when the Universe was only about 800 million years old, 6 percent of its present age.",一个国际天文学家团队使用斯巴鲁、凯克和双子座望远镜，发现了大约 130 亿年前存在的 12 个星系。这是迄今为止发现的最古老的原星团。其中最大的星系是10 年前通过斯巴鲁望远镜发现的卑弥呼，它以日本古代神话中的女王而命名。这一发现表明，像原星系团这样的大型星系结构在宇宙形成仅 8 亿年时就已存在，只占现在年龄的 6%。
"A pink blanket goes with everything: Jane Austen classics, a queer young-adult romcom, fantasy novel Six of Crows. Jordan Hickey's version is crocheted, made by her grandmother, and appears in most photos on her Instagram account pagetravels, where it's paired with various books to evoke a sense of tantalizing coziness. Wouldn't you like to be here right now, her photos imply, cuddled up with this blanket and this mug of coffee, with nothing else on your to-do list aside from reading the new novel Frankly In Love, out today?",一条粉红色的毯子百搭百灵：简·奥斯汀经典小说，一部奇怪的年轻人爱情戏，幻想小说《六只乌鸦》。乔丹·希基的版本是由她祖母编织而成的，出现在她照片墙账户旅游页面上的大多数照片中，与各种书籍搭配在一起，给人一种诱人的舒适感。现在，你想要进入她照片的生活，卷上这张毯子，一杯咖啡，放下一切，安心阅读新小说《在爱情里保持坦率》吗？
"Since the 1960s, these viral capsids have been classified using the geometrical framework introduced by structural biologist Donald Caspar and biophysicist Aaron Klug, which were inspired by the geodesic domes designed by the renowned architect R. Buckminster Fuller. However, as molecular imaging techniques have advanced, an increasing number of 3D viral capsid reconstructions that included viruses like Herpes or Zika have fallen out from this classical geometrical framework.",受到著名建筑师巴克明斯特·富勒设计的测地线圆顶的启发，结构生物学家唐纳德·卡斯帕和生物物理学家阿隆·克鲁格引进了几何框架，自 20 世纪 60 年代以来，人们根据病毒衣壳的几何框架对病毒进行分类。然而，随着分子成像技术的逐渐进步，包括疱疹病毒和寨卡病毒在内的越来越多的三维病毒衣壳重建已经从这个经典的几何框架中脱离出来。
"The environmental problems addressed by Cullis-Suzuki reflect the world of the early 1990s, when deforestation, the depletion of the ozone layer, and the extinction of species were the ecological concerns de jour. Yet humanity has been fairly successful at resolving those problems in the intervening years. Thanks to a landmark chemicals ban, ozone depletion has slowed dramatically, and forest cover worldwide has increased by an area the size of Texas and Alaska combined.",铃木瑟玟疾呼的环境问题反映的是 20 世纪 90 年代初的世界，当时的生态问题聚焦在滥砍滥伐、臭氧层消耗和物种灭绝方面。但在实施了若干年的干预措施后，人类相当成功地解决了这些问题。得益于具有里程碑意义的化学品禁令，臭氧消耗速度显著减缓，而全球森林覆盖面积也大大增加，增加的面积相当于德克萨斯和阿拉斯加两个州面积的总和。
"In an ideal world, a series of blows landing on Johnson - who is also under fire over his rhetoric in the debate over Brexit - would bring the match closer to an end. Europe should still try to extract maximum concessions from the UK, given it has no choice but to negotiate with the current government while trying to preserve unity among the rest of its 27 member states - which is going to get harder the longer this drags on. If there's a window to try yet again to put a deal before the UK parliament, the EU should grab it.",约翰逊在英国脱欧辩论中因言辞不当而受到抨击，最理想的结果是，对他的一系列打击将使这场角逐接近尾声。欧洲别无选择，只能与英国现任政府进行谈判，同时努力维护其余 27 个成员国之间的团结，因此，欧洲仍应努力争取让英国做出最大让步，但时间拖得越久，越难以实现。如果还有机会再次和英国议会达成协议，欧盟应好好把握这样的机会。
President Donald Trump mocked Senator Dianne Feinstein at a rally on Saturday over her insistence she did not leak the letter from Christine Blasey Ford accusing Supreme Court nominee Brett Kavanaugh of sexual assault.,唐纳德·特朗普 (Donald Trump) 总统在周六举行的集会上嘲讽了参议员黛安娜·范斯坦 (Dianne Feinstein)，因为她坚称自己没有泄露有关克里斯汀·布莱西·福特 (Christine Blasey Ford) 指控最高法院候选人布雷特·卡瓦诺 (Brett Kavanaugh) 性侵的信件。
